,movieId,title,genres,overview,popularity,release_date,vote_average,vote_count,year
3575,68554,Angels & Demons,"['Crime', 'Drama', 'Mystery', 'Thriller']","Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",44.351,2009-05-13,6.702,6412,2009
3576,68659,Fanboys,"['Adventure', 'Comedy', 'Drama']","In 1999, Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of The Phantom Menace before its release.",17.025,2009-02-06,6.162,768,2009
3577,68791,Terminator Salvation,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",60.381,2009-05-20,6.045,6074,2009
3578,68793,Night at the Museum: Battle of the Smithsonian,"['Action', 'Comedy', 'IMAX']","Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",33.387,2009-05-20,6.132,6471,2009
3579,68952,Drag Me to Hell,"['Comedy', 'Horror']","After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",35.402,2009-05-27,6.403,3414,2009
3580,68954,Up,"['Adventure', 'Animation', 'Children', 'Drama']","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",96.165,2009-05-28,7.952,19048,2009
3581,69118,In the Electric Mist,"['Drama', 'Mystery']","Lt. Dave Robicheaux, a detective in New Iberia, Louisiana, is trying to link the murder of a local hooker to New Orleans mobster Julie (Baby Feet) Balboni, who is co-producer of a Civil War film. At the same time, after Elrod Sykes, the star of the film, reports finding another corpse in the Atchafalaya Swamp near the movie set, Robicheaux starts another investigation, believing the corpse to be the remains of a black man who he saw being murdered 35 years before.",15.772,2009-04-15,6.074,385,2009
3582,69134,Antichrist,"['Drama', 'Fantasy']","A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",37.617,2009-05-20,6.635,2387,2009
3583,69278,Land of the Lost,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",22.355,2009-06-05,5.4,1211,2009
3584,69304,Imagine That,"['Comedy', 'Drama', 'Fantasy']","A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",13.13,2009-06-19,5.918,534,2009
3585,69436,Year One,"['Adventure', 'Comedy']","When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",29.102,2009-06-18,5.0,1738,2009
3586,69526,Transformers: Revenge of the Fallen,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",21.24,2009-06-19,6.172,8002,2009
3587,69529,Home,['Documentary'],"Along with her husband and three children, Marthe lives in an eden of her own creation, nearly isolated from the rest of the world.  The arrival of a construction vehicle, however, pierces their tranquil, hermetic existence—before long a disused highway has been re-opened, and the family finds their home situated in the midst of rush-hour traffic.  While the privileges of clean air, quietude and privacy are thus denied them, Marthe remains determined to stay no matter the cost.",7.599,2008-10-29,6.935,123,2008
3606,130520,Home,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']","Along with her husband and three children, Marthe lives in an eden of her own creation, nearly isolated from the rest of the world.  The arrival of a construction vehicle, however, pierces their tranquil, hermetic existence—before long a disused highway has been re-opened, and the family finds their home situated in the midst of rush-hour traffic.  While the privileges of clean air, quietude and privacy are thus denied them, Marthe remains determined to stay no matter the cost.",7.599,2008-10-29,6.935,123,2008
3625,69604,Whatever Works,"['Comedy', 'Romance']","Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",18.494,2009-06-19,7.107,1633,2009
3626,69606,Ghosts of Girlfriends Past,"['Comedy', 'Fantasy', 'Romance']","When notorious womanizer Connor Mead attends his brother Paul's wedding, he is forced to re-evaluate his behavior as he comes face-to-face with the ghosts of girlfriends past, present, and future, along with his deceased uncle. The experience changes his attitude and allows him to reconnect with his first and only love, Jenny.",29.757,2009-05-01,5.96,2169,2009
3627,69640,Public Enemies,"['Crime', 'Drama', 'Thriller']","Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",31.251,2009-07-01,6.678,4167,2009
3628,69644,Ice Age: Dawn of the Dinosaurs,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Romance']","Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",72.67,2009-06-26,6.739,7760,2009
3629,69712,My Sister's Keeper,['Drama'],"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",23.837,2009-06-26,7.362,1968,2009
3630,69757,(500) Days of Summer,"['Comedy', 'Drama', 'Romance']","Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",37.974,2009-07-17,7.3,9444,2009
3631,69844,Harry Potter and the Half-Blood Prince,"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'IMAX']","As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",126.447,2009-07-15,7.695,18290,2009
3632,69904,Open Water 2: Adrift,"['Drama', 'Thriller']",A weekend cruise on a luxurious party yacht goes horribly wrong for a group of old high-school friends when they get stuck in the water many miles from shore and a happy reunion turns into a fight for survival.,14.343,2006-07-10,5.48,642,2006
3633,70015,Polytechnique,"['Crime', 'Drama']",A dramatization of the Montreal Massacre of 1989 where several female engineering students were murdered by an unstable misogynist.,14.706,2009-02-06,7.172,562,2009
